ID,Marca temporal,Autorizo,SEXO,GÉNERO,TERRITORIO O ZONA RESIDENCIA,MACROZONA,AÑO DE NACIMIENTO,ACTIVIDAD PRINCIPAL,TIPO DE INSTITUCIÓN DE DESEMPEÑO PRINCIPAL,ÁREA DE DESEMPEÑO I (OPCIONAL),ÁREA DE DESEMPEÑO II (OPCIONAL),P1 TRANSCRIPCIÓN: ¿Por qué cree ud. que Chile necesita una política de igualdad de género en CTCI?,P1 TOTAL_Sí cree que Chile necesita una política de género,P1 TOTAL_No cree que Chile necesita una política de género,P1 TOTAL_No sabe si Chile necesita una política de género,"P1 Sí, Otros",P1 Desarrollo,P1 Es un aporte a la generación de conocimiento,P1 Hombres y mujeres deben tener mismas oportunidades,P1 Falta inserción femenina,P1 Porque existe desigualdad de género,P1 Se necesita diversidad de género,P1 Para eliminar las brechas de género,P1 Generará mayor equidad,P1 Iría en beneficio de la sociedad,"P1 No, Otros",P1 Diferencia en accesos a estudios superiores,P1 No se necesita una política de igualdad de género,P1 Es ofensivo para las mujeres,P1 No sé,"P2 TRANSCRIPCIÓN: ¿Qué medidas cree usted que garantizan el acceso, el desarrollo y el liderazgo de mujeres en el sistema CTCI?",P2 Oportunidades para niñas y jóvenes,P2 Apoyo en roles femineizados,P2 Paridad / igualdad,P2 Potenciar desde la educación,P2 Derribar estereotipos,P2 Incorporar una perspectiva de género a más ámbitos,P2 Promover participación de mujeres en ciencias/investigación,P2 Cupos / cuotas de género / acciones afirmativas,P2 Transformar la cultura alrededor del género,P2 Proteger el ambiente laboral,P2 Evaluación ciega y transparente,"P3 TRANSCRIPCIÓN: Respecto al Eje 2, ¿de qué manera se podría incorporar la perspectiva de género en su disciplina o área de desempeño?",P3 Estudiar temas de género,P3 Potenciar desde la educación,P3 Promover participación de mujeres en ciencias e Investigación,P3 Paridad / igualdad,P3 Incorporar una perspectiva de género,P3 Reconocer y disminuir la brecha de género,P3 Fomentar la participación femenina a través de la formulación y evaluación de proyectos,P3 Reconocer la historia de la temática de género en la ciencia,P3 La investigación no debe estar ligada al género,P3 No aplica en mi disciplina,"P4 TRANSCRIPCIÓN: Teniendo en cuenta el Eje 3, ¿qué acciones debería adoptar su institución  y otras instituciones del sistema de CTCI  para garantizar una  política de igualdad de género efectiva?",P4 Apoyo en roles femineizados,P4 Paridad / igualdad,P4 Promover liderazgos femeninos,P4 Potenciar desde la educación,P4 Estudiar temas de género,P4 Cupos / cuotas de género,P4 Combatir la discriminación y violencia de género,P4 Promover participación de mujeres en ciencias/Investigación,P4 La investigación no debe estar ligada al género,P4 Evaluación ciega y transparente
432,12/28/2020 19:51:59,"Sí, autorizo.",Mujer,Femenino,V de Valparaíso,Centro,1966,Investigación y desarrollo (I+D),Universidad,Ciencias Sociales,Trabajo Social ,Porque existe una gran brecha de género en el ámbito de la CTCI y en diferentes ámbitos ,TRUE,-,-,-,-,-,-,-,TRUE,-,TRUE,-,-,-,-,-,-,-,Educacion no sexista  educacion gratuita publica y de calidad que elimine las brechas de clase de genero y de etnia ,-,-,-,TRUE,-,-,-,-,-,-,-,Eliminando todas las formas de discriminacion y acoso sexual y laboral de las investigadoras  Lograr paridad de genero en la gobernanza de las universidades y centros de investigacion  Generar fondos de investigacion sobre problemas y aspectos que generan exclusion y discriminacion de genero en las CTCI,TRUE,TRUE,-,TRUE,-,-,-,-,-,-,Asegurar una gobernanza  paritaria  en las universidades y centros de investigacion  establecer mecanismos de incentivo y participacion de investigadoras en cargos de coordinacion y direccion de proyectos de financiamiento externo e interno  Exigir a las instituciones que se transparente y se desarrollen politicas tendientes a la igualdad de genero ,TRUE,TRUE,TRUE,TRUE,-,-,-,TRUE,-,TRUE
433,12/28/2020 20:01:23,"Sí, autorizo.",Mujer,Femenino,VIII del Biobío,Centro Sur,1975,Investigación y desarrollo (I+D),Empresa de base científico-tecnológica (empresas que realizan I+D de forma intensiva),Ingeniería y Tecnología,,PARA SER JUSTO,TRUE,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,TRANSPARENCIA EN LAS EVALUACIONES DE TODOS LOS CARGOS,-,-,-,-,-,-,-,-,-,-,TRUE,2.1 ,-,-,-,-,-,-,-,-,-,-,3.2,-,-,-,-,-,-,-,-,-,-
434,12/28/2020 20:19:21,"Sí, autorizo.",Mujer,Femenino,VI de O'Higgins,Centro Sur,1972,Investigación y desarrollo (I+D),Universidad,Ciencias Sociales,Trabajo social ,Para equiparar las oportunidades entre hombres y mujeres,TRUE,-,-,-,-,-,TRUE,TRUE,-,TRUE,-,-,-,-,-,-,-,-,Mas mujeres en cargos de poder en el sector ministerial y en las universidades  Mas mujeres en grupos de evaluacion de proyectos  Mas puntaje en convocatorias para mujeres de regiones  bonificacion   ,-,-,-,-,-,-,TRUE,-,-,-,-,Transversalizar la perspectiva de genero en todas las areas del saber  ,-,-,-,-,TRUE,-,-,-,-,-,Fortalecimiento de las capacidades al interior de las instituciones  no solo del estado  Esto contra resultados e impacto en la acreditacion institucional y castigando o premiando en la adjudicacion de proyectos  ,-,-,-,-,-,-,-,TRUE,-,TRUE
435,12/28/2020 20:38:49,"Sí, autorizo.",Mujer,Femenino,V de Valparaíso,Centro,1990,Trabajadora Social,No aplica,Ciencias Sociales,,Por supuesto que es necesario,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Que las universidades tengan un centro de cuidados de niños y niñas mientras sus madres desarrollan sus estudios,TRUE,TRUE,-,-,-,-,-,-,-,-,-,Implementar cursos de prevencion al maltrato y discriminacion femenina,-,-,-,TRUE,-,-,-,-,-,-,Centros de prevencion al maltrato ,-,-,-,-,-,-,TRUE,-,-,-
436,12/28/2020 20:54:42,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1978,Proyectos de intervención ,No aplica,Ciencias Sociales,,"Para abrir la ciencia, y porque hay mujeres que están haciendo ciencia y están innovando en sus área de interés ",TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Incorporar como eje transversal es las escuelas y el curriculum la ciencia con enfoque de genero  ,-,-,-,TRUE,-,-,-,-,-,-,-,Implementando un plan de sensibilizacion e incidencia que sea monitoreado ,-,-,-,-,-,-,-,-,-,-,Incorporar cuotas de genero en cargo de alta responsabilidad ,-,-,TRUE,-,-,TRUE,-,-,-,-
437,12/28/2020 21:04:28,"Sí, autorizo.",Mujer,Femenino,I de Tarapacá,Norte,1968,"Estudiante de posgrado  (doctorado, magíster o equivalente conducente a grado académico)",Universidad,Ciencias Sociales,Cuidado y migración,"Para poder apoyar el desarrollo de la Ciencia con igualdad y equidad de género, implicará mayor diversidad de miradas y acceso igualitario asegurado a oportunidades",TRUE,-,-,-,TRUE,-,TRUE,-,-,TRUE,-,TRUE,TRUE,-,-,-,-,-,Medidas con discriminacion positiva en la participacion de las mujeres en Ciencia  lo que debe ir acompañado de politicas de equidad e igualdad de genero dentro de los espacios Universitarios  dentro de ello politicas dirigidas a la conciliacion familia y trabajo  Debe potenciarse la ciencia en las mujeres y en hombres desde el primer ciclo escolar de igual manera,-,-,TRUE,-,-,-,TRUE,TRUE,-,-,-,Incorporar la perspectiva de genero en los procesos de Investigacion y generacion de tecnologia  pero no solo trasversalmente  pero si contextualizadamente  es decir  como dimension o variable obligatoria de incorporar  sino considerando el contexto  la cultura y el tema estudiado,TRUE,-,-,-,TRUE,-,-,-,-,-,"Educar para incorporar la equidad e igualdad de genero dentro de la cultura organizacional en todos los niveles de la institucion  especialmente en los liderazgos  a largo plazo 
Tener un observatorio y una unidad de seguimiento de igualdad y equidad de genero  incluyendo la No violencia 
En las Universidades e Institutos de Investigacion se incentiven y premien proyectos que se formulen como aporte a las politicas en este area en todos los niveles y estamentos ",-,TRUE,TRUE,TRUE,TRUE,-,TRUE,TRUE,-,-
438,12/28/2020 21:24:53,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1979,Investigación y desarrollo (I+D),Universidad,Ciencias Sociales,Psicología,"Porque claramente la competencia es desigual, las mujeres comenzamos la carrera con muchísimos más obstáculos que los hombres (doble, triple y hasta cuadruple trabajo adicional: haciendonos cargo de la casa, de los cuidados, de sostener, etc.), se nos paga menos, se nos reconoce menos, tenemos menos posibilidades de ascenso y más probabilidades de ser denigradas, menospreciadas, discriminadas, acosadas. Necesitamos medidas que igualen la cancha e incluso que compensen las injusticias que vivimos a diario!",TRUE,-,-,-,-,-,-,-,TRUE,-,-,TRUE,-,-,-,-,-,-,Primero  educar con un enfoque de genero desde la mas temprana infancia  tanto en la casa como en el colegio y universidad  Segundo  promover una educacion basada en proyectos  y que estos potencien la curiosidad y creatividad natural de les niñes  sin roles ni categorias prefijadas  Tercero  mas acceso es igual a mas cupos y mas becas  asi como incentivos especificos  transporte  alimentacion  alojamiento  concursos  premios   Cuarto  ya egresades  basta de ocupar cargos por pitutos  Concursos academicos y laborales justos  por merito pero tambien considerando las brechas y obstaculizadores que vivimos las mujeres  que se asuma que la competencia es desigual y se equipare la cancha  Cuarto  que tengamos los mismos sueldos  los mismos aumentos  las mismas oportunidades de ascenso  mas fondos o fondos mas justos  La brecha es gigante y una verguenza nacional  deberia haber paridad  Y deberia apoyarse la investigacion en estos temas  no relegarnos a hacer solo trabajo de gestion  de atencion de estudiantes  de coordinacion  Que se valoren nuestros estudios y nuestras publicaciones  Y que se detengan las humillaciones  Mi subdirector me llego a decir que mi rol era ser una mera secretaria que convoca reuniones y toma acta    es humillante  No dirijo un Fondecyt  publico 10 articulos en un año y dicto 10 cursos para que me traten asi  ademas de ser peyorativo para la importante labor de las secretarias  Con ello  un estudiante me dijo que las madres con hijos pequeños no estan en condiciones de trabajar ni hacer clases    es violencia  No concuerda para nada con mis  evaluaciones docentes y ademas por que no dice lo mismo de los hombres  Un colega me pidio que renunciara a su proyecto porque estaba muy ocupada sola con mi hija en la cuarentena  siendo que el tiene dos hijos  Pero de seguro tiene una mujer que se los cuida    y asi auma y sigue   ,TRUE,TRUE,TRUE,TRUE,-,-,TRUE,TRUE,-,-,TRUE,En mi caso  que investigo sobre programas sociales y pobreza  las brechas de genero emergen naturalmente como fenomeno de estudio  En varios proyectos fundamentamos la propuesta desde el enfoque de genero y en los que no  finalmente  igual hemos terminado escribiendo articulos sobre ello  La brecha es un asunto tan notorio y tam grave que es inevitable no abordarlo en investigacion social cualitativa  Ahora bien  se podria intencionar mas desde las bases de los fondos y concursos  asi como en las normas tecnicas de los programas sociales  Y se deberia incentivar mas la inclusion de mujeres investigando  ya sea en equipos paritarios o separatistas  Ademas  se deberian incentivar numeros especiales de revista  publicacion de libros  elaboracion de articulos y difusion de toda esta informacion  Se podrian generar eventos especiales  encuentros  concursos y premios  Se deberia apoya su socializacion a traves de medios  Y se deberia apoyar el conocer experiencias internacionales  junto con levantar el saber local  La investigacion cualitativa y contextualizada es en extremo relevante para explorar de manera emergente estos fenomenos y buscar soluciones desde el sentir  las necesidades y los recursos de las personas  grupos y comunidades  Asi  la psicologia comunitaria  desde sus enfoques  conceptos  estrategias  tecnicas  valores y etica podria ser un gran aporte ,TRUE,TRUE,TRUE,TRUE,-,TRUE,TRUE,-,TRUE,-,Mi institucion corresponde a una universidad  Deberian fiscalizar que los concursos academicos sean justos  pues ya hay una barrera de entrada  Se deberia dar un incentivo adicional a las mujeres con hijos pequeños por publicar e investigar  Se deberia juzgar los comentarios de estudiantes y otros colegas con mas criterio cuando contienen afirmaciones machistas y misoginas  Se deberia sancionar a colegas o superiores que humillen y traten mal  catalogando estereotipos de genero peyorativos y discriminando  Deberian haber canales seguros para manifestar estas situaciones y que nos crean  pues muchas veces ocurren en el contexto de reuniones a puertas cerradas sin evidencia al respecto  Se deberia premiar el esfuerzo adicional  Se deberia incentivar y apoyar la carrera academica con procedimientos claros y transparentes  Se deberia evaluar con criterios conocidos a priori y justos en funcion a la situacion de cada una  Se deberian respetar los acuerdos y que estos queden por escrito  En fin  muchos deberias que actualmente no se cumplen  En lo personal  me siento maltratada por mi institucion  y me he sentido violenta por el mero hecho de ser mujer  tanto por un superior  un par y un estudiante   No se me ha tratado con justicia  a otros profesores los reconocen por sus logros  y yo que he conseguido mas que ellos ni las gracias me dan  Despues de varios años solo porque plantee mi intencion de renunciar me mejoraron miserablemente mis condiciones laborales  pero muy miserablemente  son mezquinos  pasan a llevar mi trabajo continuamente  me condicionan mi labor a roles de gestion y coordinacion  sin velar por mi desarrollo en investigacion ni por mis publicaciones  Ningunean mi trabajo de vinculacion con el medio  mi participacion en comisiones de proyectos sociales  mis alianzas para evaluar politicas sociales  mis cursos con socios comunitarios que dicen que no son Aprendizaje Servicio  solo por el gusto de poner el pie encima  de demostrar poder  Lo mas triste es que esto mismo le ocurre a mis amigas en otras universidades    no hay donde ir ,TRUE,TRUE,-,-,TRUE,-,TRUE,TRUE,-,TRUE
439,12/28/2020 22:50:54,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1976,Profesional Ingeniero civil,Institución Pública no relacionada con CTCI,Ingeniería y Tecnología,Recurso hidricios,"Porque como en todas las actividades q incluyen tecnología las mujeres están en desventaja, pq hay una creencia q no les interesa o no son buenas en ello",TRUE,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,La posibilidad de acceder a cupos diferenciados  que permita compatibilizar la actividad con otras como la maternidad y el cuidado de otras personas ,-,TRUE,-,-,-,-,-,-,-,-,-,Mayor financiamiento permanente  no a traves de becas  Puestos mas estables,-,-,-,-,-,-,-,-,-,-,Mayor capacitacion para tomar medidas efectivas respecto a una politica institucional de igualdad de genero,-,TRUE,-,TRUE,-,-,-,-,-,TRUE
440,12/28/2020 23:14:25,"Sí, autorizo.",Mujer,Femenino,I de Tarapacá,Norte,1975,Académica,Universidad,Ciencias Sociales,Trabajo Social,"Es urgente por eliminar la discriminación, violencia de género y brecha
de participación de las mujeres en todo ámbito de nuestra sociedad.",TRUE,-,-,-,-,-,-,TRUE,TRUE,-,TRUE,-,TRUE,-,-,-,-,-,Asegurar la participacion y progresion de la carrera de las mujeres en la I+D+i  en todas las etapas ,-,-,-,-,-,-,TRUE,-,-,-,-,Promover la investigacion desde una perspectiva feminista ,-,-,TRUE,-,TRUE,-,-,-,-,-,Fortalecer las unidades de genero al interior de las universidades,-,-,-,-,-,-,-,-,-,-
441,12/28/2020 23:19:22,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1981,"Investigación y desarrollo (I+D), Divulgación/comunicación científica",Universidad,Ciencias Médicas y de la Salud,,para evitar la discriminación y generar igualdad de oportunidades en el acceso a la investigación ,TRUE,-,-,-,-,TRUE,TRUE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,contar con medidas que resguarden a las mujeres que quieren ejecutar las funciones asignadas al genero por ejemplo maternidad  cuidado de otros y que esto no vaya en desmedro de la progresion de la carrera de la mujer  Crear cargos en donde el perfil permita a las mujeres ejercer liderazgo  Habilitar espacios en los centros de educacion para que las mujeres puedan desarrollar habilidades cientificas,-,TRUE,-,TRUE,-,-,TRUE,-,-,-,-,otorgando facilidades para desarrollar la investigacion  tiempos  recursos financieros  modalidades de trabajo flexibles  trabajo por objetivos  reconocimiento de competencias ,-,-,TRUE,-,-,-,-,-,-,-,Contar con un diagnostico base  acerca de sus trabajadoras con una mirada de curso de vida y familiar  Contar con modalidades de trabajo flexibles  politicas de evaluacion de desempeño que consideren hitos de la vida como la maternidad  crianza u otros,TRUE,-,-,-,-,-,-,-,-,-
442,12/28/2020 23:38:44,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1974,académica e investigadora,Universidad,Ciencias Sociales,urbanismo,"para lograr mayor inclusión y diversidad en la reflexión en ciencia, tecnología, conocimiento e innovación",TRUE,-,-,-,-,TRUE,-,-,-,TRUE,-,-,-,-,-,-,-,-,Promover la presencia de mujeres en diferentes roles ,-,-,-,-,-,-,TRUE,-,-,-,-,visibilizar esta perspectiva en los estudios sobre la ciudad y en las politicas publicas urbanas y territoriales  como sujetos ,TRUE,-,-,-,TRUE,-,-,TRUE,-,-,promover los estudios y politicas con perspectiva de genero,-,TRUE,-,-,-,-,-,-,-,-
443,12/29/2020 0:01:47,"Sí, autorizo.",Mujer,Femenino,Metropolitana,RM,1965,Investigación y desarrollo (I+D),Universidad,Ciencias Sociales,derecho,por el debido respeto al principio de igualdad en dignidad entre hombres y mujeres y el enriquecimiento que se daría en todas las áreas si ello es promvido,TRUE,-,-,-,-,-,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,promover el modelaje resaltando a mujeres que han efectuado un aporte esencial en las distintas areas del sistema  desarrollar politicas concretas que promuevan la corresponsabilidad parental y familiar  borrar o disminuir los sesgos de genero en todos los procesos de la vida academica  contratacion  evaluacion  promocion  jerarquizacion   establecer cuotas transitorias para mujeres en los organos de conduccion  evaluacion  etc  de las entidades academicas,-,TRUE,TRUE,-,-,-,TRUE,TRUE,-,-,-,presentar bibliografia de mujeres en los cursos  reconocer cuotas transitorias de mujeres en equipos de investigacion y en el total de proyectos que son adjudicados,-,-,TRUE,-,-,-,TRUE,-,-,-,consultas masivas y permanentes a mujeres para la adopcion de cualquier politica en la materia  incorporar siempre en los equipos de trabajo y elaboracion de la politica de la institucion a mujeres,-,-,-,-,-,-,-,-,-,-
444,12/29/2020 0:37:13,"Sí, autorizo.",Mujer,Femenino,V de Valparaíso,Centro,1977,Investigación y desarrollo (I+D),Universidad,Ciencias Sociales,,"Para orientar hacia prácticas más inclusivas en las mujeres y la ciencia, particularmente en relación a los efectos que performa una política de investigación creada desde el imaginario ""investigador, hombre"".
Este contexto consensuado y difundido permitirá fundamentar nuevas prácticas, que resistan el sesgo y la discriminación por género.",TRUE,-,-,-,-,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,"Definicion de cupos de participacion destinados a mujeres en todo el proceso de formacion y ejercicio de la investigacion 
Dar mas valor en la evaluacion a equipos liderados por mujeres o que cuentan con un porcentaje relevante de participacion de mujeres 
Crear fondos de investigacion que estimulen la investigacion que sea ejecutada por mujeres  con sujetos investigados mujeres  y con principios eticos explicitados desde la inclusion ",-,-,-,-,-,-,TRUE,TRUE,-,-,-,"Estimular mediante financiamiento  difusion u otros tipos de apoyo al quehacer investigativo que considere la categoria de genero  pero no desde un sujeto mujer incluida en la muestra  sino como categoria que analice las relaciones de poder 
Junto a ello  apoyar procesos de investigacion que se orientan a dar orientaciones para la transformacion del sistema educativo con practicas patriarcales y con sesgo hacia la mujer ",-,TRUE,TRUE,-,-,-,-,-,-,-,"Educar  a la comunidad universitaria  incluyendo el ambito de gestion  en una politica inclusiva de genero 
Considerar en  el eje de vinculacion con el medio una arista de trabajo especifica en favor de visibilizar y transformar las discriminaciones y sesgos de genero ",-,TRUE,-,TRUE,-,-,TRUE,-,-,-
